Timestamp,I1,I2,I3,I_Avg,Frequency
2026-04-16 11:45:45.674,0.3325999975204468,0.0,0.0,0.11079999804496765,50.0
2026-04-16 11:45:46.674,0.3314000070095062,0.0,0.0,0.1103999987244606,50.0
2026-04-16 11:45:47.674,0.33149999380111694,0.0,0.0,0.11050000041723251,50.0
2026-04-16 11:45:48.674,0.32760000228881836,0.0,0.0,0.10920000076293945,50.0
2026-04-16 11:45:49.674,0.326200008392334,0.0,0.0,0.10869999974966049,50.0
2026-04-16 11:45:50.674,0.32409998774528503,0.0,0.0,0.1080000028014183,50.0
2026-04-16 11:45:51.674,0.3255999982357025,0.0,0.0,0.10849999636411667,50.0
2026-04-16 11:45:52.674,0.32600000500679016,0.0,0.0,0.10859999805688858,50.0
2026-04-16 11:45:53.674,0.3237000107765198,0.0,0.0,0.10790000110864639,50.0
2026-04-16 11:45:54.674,0.325300008058548,0.0,0.0,0.10840000212192535,50.0
2026-04-16 11:45:55.674,0.3231000006198883,0.0,0.0,0.10769999772310257,50.0
2026-04-16 11:45:56.674,0.3246000111103058,0.0,0.0,0.10819999873638153,50.0
2026-04-16 11:45:57.674,0.32179999351501465,0.0,0.0,0.10719999670982361,50.0
2026-04-16 11:45:58.674,0.3215000033378601,0.0,0.0,0.1071000024676323,50.0
2026-04-16 11:45:59.674,0.32260000705718994,0.0,0.0,0.10750000178813934,50.0
2026-04-16 11:46:00.674,0.32249999046325684,0.0,0.0,0.10750000178813934,49.900001525878906
2026-04-16 11:46:01.674,0.3230000138282776,0.0,0.0,0.10760000348091125,49.900001525878906
2026-04-16 11:46:02.674,0.32359999418258667,0.0,0.0,0.10779999941587448,49.900001525878906
2026-04-16 11:46:03.674,0.3246000111103058,0.0,0.0,0.10819999873638153,50.0
2026-04-16 11:46:04.674,0.3228999972343445,0.0,0.0,0.10760000348091125,50.0
2026-04-16 11:46:05.674,0.3215000033378601,0.0,0.0,0.1071000024676323,50.0
2026-04-16 11:46:06.674,0.32179999351501465,0.0,0.0,0.10719999670982361,50.0
2026-04-16 11:46:07.674,0.32429999113082886,0.0,0.0,0.10809999704360962,50.0
2026-04-16 11:46:08.674,0.3237000107765198,0.0,0.0,0.10790000110864639,50.0
2026-04-16 11:46:09.674,0.32260000705718994,0.0,0.0,0.10750000178813934,50.0
2026-04-16 11:46:10.674,0.3206999897956848,0.0,0.0,0.10689999908208847,50.0
2026-04-16 11:46:11.674,0.32120001316070557,0.0,0.0,0.10700000077486038,50.0
2026-04-16 11:46:12.674,0.3203999996185303,0.0,0.0,0.10679999738931656,50.0
2026-04-16 11:46:13.674,0.3208000063896179,0.0,0.0,0.10689999908208847,50.0
2026-04-16 11:46:14.674,0.3231000006198883,0.0,0.0,0.10769999772310257,50.0
2026-04-16 11:46:15.674,0.3215999901294708,0.0,0.0,0.10719999670982361,49.900001525878906
2026-04-16 11:46:16.674,0.3215999901294708,0.0,0.0,0.10719999670982361,49.900001525878906
2026-04-16 11:46:17.674,0.32170000672340393,0.0,0.0,0.10719999670982361,49.900001525878906
2026-04-16 11:46:18.674,0.3215000033378601,0.0,0.0,0.1071000024676323,49.900001525878906
2026-04-16 11:46:19.674,0.320499986410141,0.0,0.0,0.10679999738931656,49.900001525878906
2026-04-16 11:46:20.674,0.32100000977516174,0.0,0.0,0.10700000077486038,49.900001525878906
2026-04-16 11:46:21.674,0.3224000036716461,0.0,0.0,0.10740000009536743,49.900001525878906
2026-04-16 11:46:22.674,0.3212999999523163,0.0,0.0,0.1071000024676323,49.900001525878906
2026-04-16 11:46:23.674,0.32190001010894775,0.0,0.0,0.10729999840259552,49.900001525878906
2026-04-16 11:46:24.674,0.3230000138282776,0.0,0.0,0.10760000348091125,49.900001525878906
2026-04-16 11:46:25.674,0.32199999690055847,0.0,0.0,0.10729999840259552,50.0
2026-04-16 11:46:26.674,0.32179999351501465,0.0,0.0,0.10719999670982361,50.0
2026-04-16 11:46:27.674,0.3228999972343445,0.0,0.0,0.10760000348091125,49.900001525878906
2026-04-16 11:46:28.674,0.32120001316070557,0.0,0.0,0.10700000077486038,49.900001525878906
2026-04-16 11:46:29.674,0.319599986076355,0.0,0.0,0.10649999976158142,49.900001525878906
2026-04-16 11:46:30.674,0.319599986076355,0.0,0.0,0.10649999976158142,50.0
2026-04-16 11:46:31.674,0.3228999972343445,0.0,0.0,0.10760000348091125,49.900001525878906
2026-04-16 11:46:32.674,0.32330000400543213,0.0,0.0,0.10769999772310257,49.900001525878906
2026-04-16 11:46:33.674,0.32100000977516174,0.0,0.0,0.10700000077486038,49.900001525878906
2026-04-16 11:46:34.674,0.3206000030040741,0.0,0.0,0.10679999738931656,49.900001525878906
2026-04-16 11:46:35.674,0.3197999894618988,0.0,0.0,0.10660000145435333,49.900001525878906
2026-04-16 11:46:36.674,0.322299987077713,0.0,0.0,0.10740000009536743,49.900001525878906
2026-04-16 11:46:37.674,0.32019999623298645,0.0,0.0,0.10670000314712524,49.900001525878906
2026-04-16 11:46:38.674,0.3212999999523163,0.0,0.0,0.1071000024676323,49.900001525878906
2026-04-16 11:46:39.674,0.32109999656677246,0.0,0.0,0.10700000077486038,49.900001525878906
2026-04-16 11:46:40.674,0.32019999623298645,0.0,0.0,0.10670000314712524,49.900001525878906
2026-04-16 11:46:41.674,0.32019999623298645,0.0,0.0,0.10670000314712524,49.900001525878906
2026-04-16 11:46:42.674,0.32100000977516174,0.0,0.0,0.10700000077486038,49.900001525878906
2026-04-16 11:46:43.674,0.3190000057220459,0.0,0.0,0.1062999963760376,50.0
2026-04-16 11:46:44.674,0.3181999921798706,0.0,0.0,0.10599999874830246,49.900001525878906
2026-04-16 11:46:45.674,0.3174999952316284,0.0,0.0,0.10580000281333923,49.900001525878906
2026-04-16 11:46:46.674,0.31839999556541443,0.0,0.0,0.10610000044107437,49.900001525878906
2026-04-16 11:46:47.674,0.31850001215934753,0.0,0.0,0.10610000044107437,49.900001525878906
2026-04-16 11:46:48.674,0.3190000057220459,0.0,0.0,0.1062999963760376,49.900001525878906
2026-04-16 11:46:49.674,0.31839999556541443,0.0,0.0,0.10610000044107437,49.900001525878906
2026-04-16 11:46:50.674,0.3224000036716461,0.0,0.0,0.10740000009536743,49.900001525878906
2026-04-16 11:46:51.674,0.32089999318122864,0.0,0.0,0.10689999908208847,49.900001525878906
2026-04-16 11:46:52.674,0.32199999690055847,0.0,0.0,0.10729999840259552,50.0
2026-04-16 11:46:53.674,0.3206000030040741,0.0,0.0,0.10679999738931656,49.900001525878906
2026-04-16 11:46:54.674,0.32199999690055847,0.0,0.0,0.10729999840259552,49.900001525878906
2026-04-16 11:46:55.674,0.32089999318122864,0.0,0.0,0.10689999908208847,49.900001525878906
2026-04-16 11:46:56.674,0.34279999136924744,0.0,0.0,0.11420000344514847,50.0
2026-04-16 11:46:57.674,0.3935999870300293,0.0,0.0,0.13120000064373016,49.900001525878906
2026-04-16 11:46:58.674,0.39750000834465027,0.0,0.0,0.13249999284744263,49.900001525878906
2026-04-16 11:46:59.674,0.3977000117301941,0.0,0.0,0.13249999284744263,49.900001525878906
2026-04-16 11:47:00.674,0.3926999866962433,0.0,0.0,0.13089999556541443,49.900001525878906
2026-04-16 11:47:01.674,0.39259999990463257,0.0,0.0,0.13079999387264252,49.900001525878906
2026-04-16 11:47:02.674,0.39419999718666077,0.0,0.0,0.131400004029274,49.900001525878906
2026-04-16 11:47:03.674,0.37950000166893005,0.0,0.0,0.1264999955892563,49.900001525878906
2026-04-16 11:47:04.674,0.3305000066757202,0.0,0.0,0.11010000109672546,49.900001525878906
2026-04-16 11:47:05.674,0.3222000002861023,0.0,0.0,0.10740000009536743,49.900001525878906
2026-04-16 11:47:06.674,0.32269999384880066,0.0,0.0,0.10750000178813934,49.900001525878906
2026-04-16 11:47:07.674,0.3215999901294708,0.0,0.0,0.10719999670982361,49.900001525878906
2026-04-16 11:47:08.674,0.32179999351501465,0.0,0.0,0.10719999670982361,49.900001525878906
2026-04-16 11:47:09.674,0.3255999982357025,0.0,0.0,0.10849999636411667,49.900001525878906
2026-04-16 11:47:10.674,0.37380000948905945,0.0,0.0,0.12460000067949295,49.900001525878906
